date,inst_long,inst_short,total_oi,close,retail_long,retail_short,retail_net,retail_ratio
2022-04-29,55697,56427,82499,16295.0,26802,26072,730,0.8848592104146716
2022-05-03,53934,56985,82293,15789.0,28359,25308,3051,3.707484233166855
2022-05-04,56090,57958,84422,16519.0,28332,26464,1868,2.2126933737651324
2022-05-05,57524,59291,86059,16684.0,28535,26768,1767,2.0532425429066103
2022-05-06,60504,63289,90750,16355.0,30246,27461,2785,3.0688705234159777
2022-05-09,62289,64796,94431,15719.0,32142,29635,2507,2.6548485137296014
2022-05-10,61415,67901,93546,16039.0,32131,25645,6486,6.933487268295811
2022-05-11,62283,65385,92734,16010.0,30451,27349,3102,3.345051437444734
2022-05-12,65772,68283,96067,15008.0,30295,27784,2511,2.613800784868894
2022-05-13,67852,69310,94591,15147.0,26739,25281,1458,1.5413728578828854
2022-05-16,68376,68310,94357,15921.0,25981,26047,-66,-0.06994711574128046
2022-05-17,68045,66112,94464,16075.0,26419,28352,-1933,-2.046282181571816
2022-05-18,61090,55856,95268,15606.0,34178,39412,-5234,-5.493974891883949
2022-05-19,59970,57218,82787,15250.0,22817,25569,-2752,-3.324193412009132
2022-05-20,62926,56143,86768,15529.0,23842,30625,-6783,-7.817398119122257
2022-05-23,61663,56261,84402,15533.0,22739,28141,-5402,-6.400322267244853
2022-05-24,62732,57956,86901,15926.0,24169,28945,-4776,-5.4959091379846035
2022-05-25,68040,62809,91980,15515.0,23940,29171,-5231,-5.687105892585344
2022-05-26,68938,65049,93742,15567.0,24804,28693,-3889,-4.148620682298223
2022-05-27,72656,64460,97230,16230.0,24574,32770,-8196,-8.429497068805924
2022-05-30,73292,64972,99004,16011.0,25712,34032,-8320,-8.403700860571291
2022-05-31,80428,69857,105640,16682.0,25212,35783,-10571,-10.006626277925028
2022-06-01,83458,71815,107813,15851.0,24355,35998,-11643,-10.799254264328049
2022-06-02,85117,70990,107986,15871.0,22869,36996,-14127,-13.082251402959644
2022-06-06,82736,69406,106259,16600.0,23523,36853,-13330,-12.54481973291674
2022-06-07,79585,68646,102707,15757.0,23122,34061,-10939,-10.650685931825484
2022-06-08,81973,68965,106639,16644.0,24666,37674,-13008,-12.19816389876124
2022-06-09,80426,67671,103974,15918.0,23548,36303,-12755,-12.267489949410429
2022-06-10,81574,70022,105453,15763.0,23879,35431,-11552,-10.954643300806994
2022-06-13,84307,78105,111192,15312.0,26885,33087,-6202,-5.577739405712641
2022-06-14,87720,83752,113995,-452.0,26275,30243,-3968,-3.480854423439624
2022-06-15,60282,63813,105440,16062.0,45158,41627,3531,3.348823975720789
2022-06-16,64496,67278,92989,15410.0,28493,25711,2782,2.991751712568153
2022-06-17,68213,75202,99641,15017.0,31428,24439,6989,7.0141809094649785
2022-06-20,72781,80335,105814,14710.0,33033,25479,7554,7.138941916948608
2022-06-21,72763,82996,105132,15010.0,32369,22136,10233,9.733477913480195
2022-06-22,72290,80291,105354,14675.0,33064,25063,8001,7.5943960362207426
2022-06-23,70674,81236,105433,14722.0,34759,24197,10562,10.017736382347083
2022-06-24,67263,80497,103591,14660.0,36328,23094,13234,12.775241092372887
2022-06-27,69569,80370,104746,15055.0,35177,24376,10801,10.311610944570676
2022-06-28,68957,80777,103875,15192.0,34918,23098,11820,11.379061371841155
2022-06-29,67769,80757,104254,14723.0,36485,23497,12988,12.45803518330232
2022-06-30,70586,83114,109391,14283.0,38805,26277,12528,11.452496092000256
2022-07-01,71828,84276,107621,14175.0,35793,23345,12448,11.566515828695142
2022-07-04,71683,82994,106814,13612.0,35131,23820,11311,10.589435841743592
2022-07-05,68118,81796,103677,13880.0,35559,21881,13678,13.192897171021539
2022-07-06,64951,76509,100884,13500.0,35933,24375,11558,11.456722572459459
2022-07-07,61842,70760,94833,13853.0,32991,24073,8918,9.403899486465681
2022-07-08,61371,65179,90283,14120.0,28912,25104,3808,4.2178483213894085
2022-07-11,58974,61255,86695,14276.0,27721,25440,2281,2.6310629217371244
2022-07-12,62320,62182,91564,13708.0,29244,29382,-138,-0.1507142545105063
2022-07-13,60337,61132,87342,14277.0,27005,26210,795,0.9102150168303909
2022-07-14,57875,61281,85274,14059.0,27399,23993,3406,3.9941834556840305
2022-07-15,55178,58634,83011,13993.0,27833,24377,3456,4.163303658551277
2022-07-18,60861,61460,88137,14650.0,27276,26677,599,0.6796237675437103
2022-07-19,57922,57838,83780,14286.0,25858,25942,-84,-0.10026259250417761
2022-07-20,47975,47656,82520,14222.0,34545,34864,-319,-0.38657295201163355
2022-07-21,49980,46731,72410,14346.0,22430,25679,-3249,-4.486949316392764
2022-07-22,49658,44872,71921,14423.0,22263,27049,-4786,-6.6545237135190005
2022-07-25,50783,44079,73080,14648.0,22297,29001,-6704,-9.173508483853311
2022-07-26,49463,45058,72353,14290.0,22890,27295,-4405,-6.088206432352495
2022-07-27,49366,45106,73577,14380.0,24211,28471,-4260,-5.789852807263139
2022-07-28,50608,44312,75054,14831.0,24446,30742,-6296,-8.388626855330829
2022-07-29,51818,46310,76457,14938.0,24639,30147,-5508,-7.204049334920281
2022-08-01,52533,47266,76020,14782.0,23487,28754,-5267,-6.928439884240989
2022-08-02,53324,47820,78073,14578.0,24749,30253,-5504,-7.049812355103557
2022-08-03,51899,46083,77251,14444.0,25352,31168,-5816,-7.528705130030679
2022-08-04,56533,50193,81210,14290.0,24677,31017,-6340,-7.806920330008619
2022-08-05,58781,51900,85631,14847.0,26850,33731,-6881,-8.035641298128015
2022-08-08,53352,50635,80244,14961.0,26892,29609,-2717,-3.3859229350481033
2022-08-09,56748,51977,82057,14927.0,25309,30080,-4771,-5.814251069378603
2022-08-10,53718,53094,80188,14667.0,26470,27094,-624,-0.7781712974509902
2022-08-11,57194,49642,82478,15090.0,25284,32836,-7552,-9.156381095564878
2022-08-12,56239,50631,81972,15190.0,25733,31341,-5608,-6.84136046454887
2022-08-15,61112,56668,88120,15387.0,27008,31452,-4444,-5.04312301407172
2022-08-16,59339,55204,85921,15422.0,26582,30717,-4135,-4.812560375228408
2022-08-17,49045,45195,82939,15273.0,33894,37744,-3850,-4.641965782080806
2022-08-18,48612,46445,69769,15315.0,21157,23324,-2167,-3.105963966804741
2022-08-19,48629,45573,70271,15218.0,21642,24698,-3056,-4.348877915498569
2022-08-22,46854,47980,72255,15023.0,25401,24275,1126,1.5583696629991004
2022-08-23,45121,48982,73226,15028.0,28105,24244,3861,5.272717340835222
2022-08-24,44120,46736,72759,15035.0,28639,26023,2616,3.5954314930111737
2022-08-25,44623,48603,73437,15145.0,28814,24834,3980,5.419611367566758
2022-08-26,42850,46149,71224,15037.0,28374,25075,3299,4.631865663259576
2022-08-29,42695,43568,71095,14623.0,28400,27527,873,1.2279344538997117
2022-08-30,45728,44238,73508,14810.0,27780,29270,-1490,-2.026990259563585
2022-08-31,55844,53401,83734,14843.0,27890,30333,-2443,-2.917572312322354
2022-09-01,54441,56397,84106,14558.0,29665,27709,1956,2.3256366965495925
2022-09-02,52431,56314,83920,14540.0,31489,27606,3883,4.627025738798856
2022-09-05,51479,53119,81344,14611.0,29865,28225,1640,2.0161290322580645
2022-09-06,51580,54438,82566,14435.0,30986,28128,2858,3.4614732456459074
2022-09-07,48383,55546,83663,14186.0,35280,28117,7163,8.561729796923371
2022-09-08,48240,51805,79632,14522.0,31392,27827,3565,4.4768434800080374
2022-09-12,48604,49809,77475,14794.0,28871,27666,1205,1.5553404323975477
2022-09-13,49950,49215,76924,14748.0,26974,27709,-735,-0.9554885341375904
2022-09-14,48350,48475,77207,14577.0,28857,28732,125,0.16190241817451786
2022-09-15,51757,48109,78984,14470.0,27227,30875,-3648,-4.618656943178365
2022-09-16,52828,49898,80676,14385.0,27848,30778,-2930,-3.6318111953988796
2022-09-19,56820,56783,86422,14260.0,29602,29639,-37,-0.04281317257179885
2022-09-20,57356,53541,83951,14480.0,26595,30410,-3815,-4.544317518552489
2022-09-21,47513,44224,83658,14385.0,36145,39434,-3289,-3.931482942456191
2022-09-22,48942,45936,74568,13588.0,25626,28632,-3006,-4.031219826198906
2022-09-23,48480,47398,77822,14074.0,29342,30424,-1082,-1.39035234252525
2022-09-26,47719,51363,80917,13758.0,33198,29554,3644,4.503380006673504
2022-09-27,47102,50981,80716,13774.0,33614,29735,3879,4.805738639179345
2022-09-28,48796,51891,82936,12871.0,34140,31045,3095,3.7317931899295846
2022-09-29,47597,52596,81220,13481.0,33623,28624,4999,6.154887958630879
2022-09-30,47964,53793,80712,13395.0,32748,26919,5829,7.22197442759441
2022-10-03,48209,54435,80677,13258.0,32468,26242,6226,7.717193252104069
2022-10-04,51203,56723,83112,13597.0,31909,26389,5520,6.641640196361537
2022-10-05,56247,49269,79265,13770.0,23018,29996,-6978,-8.8033810635211
2022-10-06,53097,50707,78132,13825.0,25035,27425,-2390,-3.058925920237547
2022-10-07,50896,50793,77399,13689.0,26503,26606,-103,-0.1330766547371413
2022-10-11,53778,53247,83527,12931.0,29749,30280,-531,-0.6357225807224012
2022-10-12,50435,52442,80131,13076.0,29696,27689,2007,2.504648637855512
2022-10-13,54617,51251,82975,12812.0,28358,31724,-3366,-4.05664356733956
2022-10-14,53873,51133,81674,12459.0,27801,30541,-2740,-3.3548007933981436
2022-10-17,57798,57880,86045,12870.0,28247,28165,82,0.09529897146841769
2022-10-18,57431,57647,86831,13103.0,29400,29184,216,0.2487590837373749
2022-10-19,47313,46628,86680,12860.0,39367,40052,-685,-0.7902630364559299
2022-10-20,48113,45915,72395,12144.0,24282,26480,-2198,-3.03612127909386
2022-10-21,50965,45367,74809,12779.0,23844,29442,-5598,-7.483056851448355
2022-10-24,49125,48243,74916,12848.0,25791,26673,-882,-1.1773185968284479
2022-10-25,49704,50193,76897,12682.0,27193,26704,489,0.6359155753800538
2022-10-26,52628,47744,77148,12725.0,24520,29404,-4884,-6.330689065173432
2022-10-27,52109,50201,79541,12913.0,27432,29340,-1908,-2.3987629021510917
2022-10-28,50030,51865,78968,12764.0,28938,27103,1835,2.3237260662546855
2022-10-31,51477,50272,79203,12943.0,27726,28931,-1205,-1.5214070174109566
2022-11-01,51398,52724,81009,12995.0,29611,28285,1326,1.6368551642410103
2022-11-02,51521,51568,79225,13054.0,27704,27657,47,0.059324708109813815
2022-11-03,49538,50481,78390,12878.0,28852,27909,943,1.2029595611685162
2022-11-04,50770,52108,80257,12985.0,29487,28149,1338,1.6671442989396563
2022-11-07,51994,52481,81943,13100.0,29949,29462,487,0.5943155608166653
2022-11-08,52632,54070,82068,13334.0,29436,27998,1438,1.752205488131793
2022-11-09,56401,52521,83752,13536.0,27351,31231,-3880,-4.632725188652211
2022-11-10,50468,53969,79064,13477.0,28596,25095,3501,4.428058281898209
2022-11-11,61322,56394,83432,13956.0,22110,27038,-4928,-5.906606577811871
2022-11-14,64956,62612,87424,13477.0,22468,24812,-2344,-2.681185944363104
2022-11-15,74178,71001,96825,13776.0,22647,25824,-3177,-3.2811773818745156
2022-11-16,55958,50544,87088,13838.0,31130,36544,-5414,-6.2167003490722035
2022-11-17,55574,51808,73416,14513.0,17842,21608,-3766,-5.129672006102212
2022-11-18,57952,50239,75411,14308.0,17459,25172,-7713,-10.227950829454588
2022-11-21,58150,51750,76597,14362.0,18447,24847,-6400,-8.35541861952818
2022-11-22,58395,52093,78209,14349.0,19814,26116,-6302,-8.057896150059456
2022-11-23,59677,51110,78031,14531.0,18354,26921,-8567,-10.978969896579564
2022-11-24,61550,55251,82742,14600.0,21192,27491,-6299,-7.612820574798771
2022-11-25,61646,57857,84110,14098.0,22464,26253,-3789,-4.504815123053145
2022-11-28,62471,54891,82240,14380.0,19769,27349,-7580,-9.21692607003891
2022-11-29,62656,54042,83969,14602.0,21313,29927,-8614,-10.258547797401423
2022-11-30,68025,57853,88289,14800.0,20264,30436,-10172,-11.521254063360102
2022-12-01,65415,61601,88014,14977.0,22599,26413,-3814,-4.333401504306133
2022-12-02,67938,65856,91547,14734.0,23609,25691,-2082,-2.2742416463674395
2022-12-05,70148,66125,93014,14354.0,22866,26889,-4023,-4.325155352957619
2022-12-06,67999,66539,93693,14630.0,25694,27154,-1460,-1.5582807680403017
2022-12-07,68306,64099,92174,13971.0,23868,28075,-4207,-4.564193807364333
2022-12-08,67428,64104,92014,14461.0,24586,27910,-3324,-3.6124937509509425
2022-12-09,65080,59687,88275,14616.0,23195,28588,-5393,-6.109317473803455
2022-12-12,66554,60370,88558,14581.0,22004,28188,-6184,-6.982994195894217
2022-12-13,64905,61843,89555,14519.0,24650,27712,-3062,-3.4191279102227683
2022-12-14,67411,64665,92736,14622.0,25325,28071,-2746,-2.961093857832988
2022-12-15,68126,62882,92161,14040.0,24035,29279,-5244,-5.690042425754928
2022-12-16,68719,62745,92714,14461.0,23995,29969,-5974,-6.443471320404686
2022-12-19,69956,61039,92746,13739.0,22790,31707,-8917,-9.614430811032282
2022-12-20,72050,63581,95996,14056.0,23946,32415,-8469,-8.822242593441393
2022-12-21,61083,51061,90168,14101.0,29085,39107,-10022,-11.114807914115872
2022-12-22,63304,50531,83198,14206.0,19894,32667,-12773,-15.352532512800787
2022-12-23,61361,50677,82466,14190.0,21105,31789,-10684,-12.95564232532195
2022-12-26,62508,50802,82704,14077.0,20196,31902,-11706,-14.154091700522345
2022-12-27,62769,50623,83971,14272.0,21202,33348,-12146,-14.46451751199819
2022-12-28,62126,50723,84941,13390.0,22815,34218,-11403,-13.424612378003555
2022-12-29,60393,49836,82812,13967.0,22419,32976,-10557,-12.74815244167512
2022-12-30,61833,47046,81419,14097.0,19586,34373,-14787,-18.161608469767497
2023-01-03,57739,46459,78921,13502.0,21182,32462,-11280,-14.292773786444673
2023-01-04,53721,43479,75371,14059.0,21650,31892,-10242,-13.588780830823527
2023-01-05,55840,42104,76778,13634.0,20938,34674,-13736,-17.890541561384772
2023-01-06,56534,45118,78318,-37.0,21784,33200,-11416,-14.576470287801016
2023-01-09,57704,45684,79438,14682.0,21734,33754,-12020,-15.131297363981973
2023-01-10,54932,45247,76556,14742.0,21624,31309,-9685,-12.65086995140812
2023-01-11,52104,46364,75216,14022.0,23112,28852,-5740,-7.631355030844501
2023-01-12,52146,45514,75169,14768.0,23023,29655,-6632,-8.822785988905
2023-01-13,57230,46325,78281,14079.0,21051,31956,-10905,-13.930583411044825
2023-01-16,60944,51619,82991,14267.0,22047,31372,-9325,-11.236158137629381
2023-01-17,60850,52307,80518,14282.0,19668,28211,-8543,-10.610049926724459
2023-01-30,53034,45793,79820,14710.0,26786,34027,-7241,-9.071661237785015
2023-01-31,51556,50322,70856,15201.0,19300,20534,-1234,-1.7415603477475443
2023-02-01,51144,47782,69437,15300.0,18293,21655,-3362,-4.84179904085718
2023-02-02,55051,46470,72761,14916.0,17710,26291,-8581,-11.793405808056514
2023-02-03,54386,45710,70804,15579.0,16418,25094,-8676,-12.25354499745777
2023-02-06,54808,47773,72706,14672.0,17898,24933,-7035,-9.675955216900944
2023-02-07,53869,47292,73201,15396.0,19332,25909,-6577,-8.984849933744075
2023-02-08,58386,47224,77815,15482.0,19429,30591,-11162,-14.344278095482876
2023-02-09,56185,45699,75067,15601.0,18882,29368,-10486,-13.968854489988944
2023-02-10,58044,47239,76938,14929.0,18894,29699,-10805,-14.043775507551533
2023-02-13,60774,49176,79821,14808.0,19047,30645,-11598,-14.53001089938738
2023-02-14,54848,45077,74827,15020.0,19979,29750,-9771,-13.058120731821402
2023-02-15,47265,40438,75722,14668.0,28457,35284,-6827,-9.015873854362008
2023-02-16,52438,38856,71122,15472.0,18684,32266,-13582,-19.096763308118444
2023-02-17,51036,36822,68355,14718.0,17319,31533,-14214,-20.794382269036646
2023-02-20,52405,37394,71248,15436.0,18843,33854,-15011,-21.068661576465303
2023-02-21,52062,37085,69947,14908.0,17885,32862,-14977,-21.411926172673596
2023-02-22,53641,37283,71896,14599.0,18255,34613,-16358,-22.752308890619783
2023-02-23,55807,39681,75948,15550.0,20141,36267,-16126,-21.23294885974614
2023-02-24,52767,39603,72670,15542.0,19903,33067,-13164,-18.11476537773497
2023-03-01,52732,37800,73402,14900.0,20670,35602,-14932,-20.342769951772432
2023-03-02,54070,38414,74425,15542.0,20355,36011,-15656,-21.03594222371515
2023-03-03,54521,41380,77419,15568.0,22898,36039,-13141,-16.973869463568374
2023-03-06,53277,41383,77895,15713.0,24618,36512,-11894,-15.269272738943448
2023-03-07,55393,41772,79089,15837.0,23696,37317,-13621,-17.22236973536143
2023-03-08,50590,39855,73982,15785.0,23392,34127,-10735,-14.510286285853317
2023-03-09,52485,41936,76028,15046.0,23543,34092,-10549,-13.875151260062083
2023-03-10,53247,47100,79340,15484.0,26093,32240,-6147,-7.747668263171162
2023-03-13,52775,42567,75667,14880.0,22892,33100,-10208,-13.490689468328334
2023-03-14,51249,43054,75526,14660.0,24277,32472,-8195,-10.850568016312263
2023-03-15,46846,39759,77652,15250.0,30806,37893,-7087,-9.126616185030649
2023-03-16,45973,40500,68600,15227.0,22627,28100,-5473,-7.978134110787172
2023-03-17,49660,38414,69545,14760.0,19885,31131,-11246,-16.170824645912717
2023-03-20,47414,38139,69157,15307.0,21743,31018,-9275,-13.41151293433781
2023-03-21,47451,36751,69354,14828.0,21903,32603,-10700,-15.42809354903827
2023-03-22,55245,36167,76653,15630.0,21408,40486,-19078,-24.88878452245835
2023-03-23,58089,38468,79827,15739.0,21738,41359,-19621,-24.57940295889862
2023-03-24,55902,40192,79319,15192.0,23417,39127,-15710,-19.80609942132402
2023-03-27,50857,42389,74920,15119.0,24063,32531,-8468,-11.302722904431393
2023-03-28,50645,42399,75409,15596.0,24764,33010,-8246,-10.935034279727883
2023-03-29,52404,41398,75249,15049.0,22845,33851,-11006,-14.626107988146023
2023-03-30,52410,39771,74939,15726.0,22529,35168,-12639,-16.865717450192825
2023-03-31,51462,42047,76154,15771.0,24692,34107,-9415,-12.363106337158914
2023-04-06,53799,41827,74835,15760.0,21036,33008,-11972,-15.997861962985235
2023-04-07,53703,41727,76135,15818.0,22432,34408,-11976,-15.729953372299205
2023-04-10,55532,41924,77915,15849.0,22383,35991,-13608,-17.465186421099915
2023-04-11,55006,42656,78411,15921.0,23405,35755,-12350,-15.750341151114004
2023-04-12,53639,41231,76417,15821.0,22778,35186,-12408,-16.23722470130992
2023-04-13,54060,41867,77070,15816.0,23010,35203,-12193,-15.820682496431814
2023-04-14,59694,45297,82691,15256.0,22997,37394,-14397,-17.41060091182837
2023-04-17,59790,46377,82568,15882.0,22778,36191,-13413,-16.24479217130123
2023-04-18,58219,48056,81515,15170.0,23296,33459,-10163,-12.46764399190333
2023-04-19,49508,42400,82069,15240.0,32561,39669,-7108,-8.661004764283712
2023-04-20,50750,40747,70987,15408.0,20237,30240,-10003,-14.091312493836899
2023-04-21,53679,42247,76377,15295.0,22698,34130,-11432,-14.967856815533473
2023-04-24,55902,43100,77205,15623.0,21303,34105,-12802,-16.581827601839258
2023-04-25,53715,49327,82050,14917.0,28335,32723,-4388,-5.347958561852529
2023-04-26,53974,51040,81820,15079.0,27846,30780,-2934,-3.5859203128819357
2023-04-27,54065,47360,80051,15427.0,25986,32691,-6705,-8.375910357147319
2023-04-28,55986,45617,79204,14997.0,23218,33587,-10369,-13.091510529771226
2023-05-02,57524,46168,80735,15060.0,23211,34567,-11356,-14.065770731405214
2023-05-03,56211,45226,79177,15552.0,22966,33951,-10985,-13.873978554378166
2023-05-04,57308,41605,78844,15005.0,21536,37239,-15703,-19.91654406169144
2023-05-05,56824,41660,78073,15258.0,21249,36413,-15164,-19.422847847527315
2023-05-08,54836,41355,76280,15120.0,21444,34925,-13481,-17.67304667016256
2023-05-09,55577,41036,76164,15739.0,20587,35128,-14541,-19.09169686466047
2023-05-10,49692,43619,75691,15240.0,25999,32072,-6073,-8.023410973563568
2023-05-11,50549,46461,78324,14944.0,27775,31863,-4088,-5.219345283693376
2023-05-12,51603,46948,78277,14937.0,26674,31329,-4655,-5.9468298478480275
2023-05-15,62374,55522,87934,14889.0,25560,32412,-6852,-7.792207792207792
2023-05-16,63437,46993,86565,15130.0,23128,39572,-16444,-18.996130075665686
2023-05-17,61373,45905,94195,15301.0,32822,48290,-15468,-16.421253782047877
2023-05-18,63265,48313,82033,16070.0,18768,33720,-14952,-18.22681116136189
2023-05-19,62721,49791,82414,16129.0,19693,32623,-12930,-15.689081952095519
2023-05-22,63159,51163,83711,16116.0,20552,32548,-11996,-14.330255283057186
2023-05-23,65503,55032,86982,15633.0,21479,31950,-10471,-12.038122830010806
2023-05-24,66386,56716,88403,15646.0,22017,31687,-9670,-10.938542809633157
2023-05-25,67672,57573,90072,15773.0,22400,32499,-10099,-11.212141397992717
2023-05-26,69404,55307,90504,15952.0,21100,35197,-14097,-15.576107133386369
2023-05-29,67897,56341,90336,16570.0,22439,33995,-11556,-12.792242295430393
2023-05-30,69283,57886,91356,16200.0,22073,33470,-11397,-12.47537107579141
2023-05-31,69344,60074,91545,16489.0,22201,31471,-9270,-10.126167458626904
2023-06-01,69396,60492,92986,16038.0,23590,32494,-8904,-9.575635041834255
2023-06-02,71664,61787,94467,16710.0,22803,32680,-9877,-10.45550297987657
2023-06-05,68352,60565,90830,16215.0,22478,30265,-7787,-8.57315864802378
2023-06-06,68638,60856,92317,16431.0,23679,31461,-7782,-8.42965001029063
2023-06-07,71389,60697,93744,16889.0,22355,33047,-10692,-11.405529953917052
2023-06-08,69036,60278,90412,16719.0,21376,30134,-8758,-9.68676724328629
2023-06-09,67879,60969,91233,16580.0,23354,30264,-6910,-7.574013788870255
2023-06-12,68004,60390,91092,16525.0,23088,30702,-7614,-8.358582531945725
2023-06-13,71566,64182,95404,16982.0,23838,31222,-7384,-7.739717412267829
2023-06-14,67657,63644,92083,16800.0,24426,28439,-4013,-4.358024825429233
2023-06-15,69173,62603,93658,17337.0,24485,31055,-6570,-7.014883939439237
2023-06-16,71058,66617,95586,17020.0,24528,28969,-4441,-4.646077877513443
2023-06-19,74643,68008,98166,17255.0,23523,30158,-6635,-6.7589593138153745
2023-06-20,77167,73344,100088,16929.0,22921,26744,-3823,-3.8196387179282234
2023-06-21,58715,57435,94058,-228.0,35343,36623,-1280,-1.3608624465755172
2023-06-26,60430,61360,82222,16760.0,21792,20862,930,1.1310841380652379
2023-06-27,58365,61948,82744,16743.0,24379,20796,3583,4.330223339456637
2023-06-28,58152,62737,83378,16776.0,25226,20641,4585,5.499052507855789
2023-06-29,57008,64841,84890,16600.0,27882,20049,7833,9.227235245611968
2023-06-30,55669,62652,83604,16788.0,27935,20952,6983,8.352471173628057
2023-07-03,60088,63540,87492,16810.0,27404,23952,3452,3.945503588899556
2023-07-04,61390,62430,87757,16886.0,26367,25327,1040,1.1850906480394727
2023-07-05,58416,64278,87041,16948.0,28625,22763,5862,6.734757183396331
2023-07-06,55990,63727,87219,16541.0,31229,23492,7737,8.870773569979018
2023-07-07,56021,60644,84985,16546.0,28964,24341,4623,5.43978349120433
2023-07-10,55967,58260,83464,16550.0,27497,25204,2293,2.74729224575865
2023-07-11,58448,58443,86600,-76.0,28152,28157,-5,-0.005773672055427252
2023-07-12,57425,59814,85806,16833.0,28381,25992,2389,2.7841875859497005
2023-07-13,58804,61154,86518,16831.0,27714,25364,2350,2.716197785431933
2023-07-14,61849,63636,88727,17033.0,26878,25091,1787,2.0140430759520775
2023-07-17,59858,63139,86616,17101.0,26758,23477,3281,3.7879837443428466
2023-07-18,54217,57721,81757,17225.0,27540,24036,3504,4.2858715461673
2023-07-19,47459,51677,79954,16864.0,32495,28277,4218,5.2755334317232405
2023-07-20,51074,53668,73008,17126.0,21934,19340,2594,3.553035283804515
2023-07-21,50710,56879,74463,16716.0,23753,17584,6169,8.28465143762674
2023-07-24,51948,54679,74173,16938.0,22225,19494,2731,3.6819327787739478
2023-07-25,55044,55903,80070,17180.0,25026,24167,859,1.072811290121144
2023-07-26,52170,56195,78686,16925.0,26516,22491,4025,5.115268281524033
2023-07-27,52274,54363,78493,17175.0,26219,24130,2089,2.6613838176652695
2023-07-28,51961,54961,78820,17212.0,26859,23859,3000,3.8061405734585128
2023-07-31,49185,58142,79645,16967.0,30460,21503,8957,11.246154811978153
2023-08-01,49249,54368,78343,17118.0,29094,23975,5119,6.534087282845946
2023-08-02,47244,58516,80314,16590.0,33070,21798,11272,14.034912966606072
2023-08-04,49874,56438,79084,16719.0,29210,22646,6564,8.300035405391736
2023-08-07,50194,53542,78092,16932.0,27898,24550,3348,4.287250934794858
2023-08-08,48335,52739,76242,16724.0,27907,23503,4404,5.776343747540726
2023-08-09,47460,50320,75097,16802.0,27637,24777,2860,3.8084077925882522
2023-08-10,43718,50295,74665,16604.0,30947,24370,6577,8.808678765151008
2023-08-11,44356,49622,74109,16603.0,29753,24487,5266,7.10574963904519
